User_ID,User_Name,Gender,City,Movie,Genre,Actor,Director,OTT_Platform,Movie_Rating,Watch_Time_Minutes,Wishlist_Movies,Watch_History,Recommended_Movie,Watch_Date
433,Shaurya Khan,Male,Chennai,Joker,Drama,Robert Downey Jr.,S. S. Rajamouli,Netflix,2,136,Pushpa,"Avengers, Pushpa, Inception, The Batman",RRR,2024-04-21
434,Arjun Reddy,Female,Delhi,Joker,Drama,Robert Downey Jr.,Sukumar,Disney+ Hotstar,4,190,RRR,"Inception, Pushpa, Avengers, Avatar, KGF",Pushpa,2024-11-25
435,Ananya Sharma,Male,Hyderabad,The Batman,Action,Christian Bale,Atlee,Netflix,3,55,"Inception, The Batman, KGF","Avengers, Joker",Avatar,2024-06-03
436,Ira Gupta,Female,Mumbai,Interstellar,Sci-Fi,Joaquin Phoenix,Matt Reeves,Disney+ Hotstar,3,152,"Avengers, Avatar","Interstellar, Inception, The Batman, KGF",Joker,2024-10-29
437,Ira Kapoor,Male,Pune,Joker,Drama,Ram Charan,Sukumar,ZEE5,1,141,"Avengers, KGF, Titanic","KGF, The Batman, Joker, Pushpa",Interstellar,2024-10-29
438,Reyansh Nair,Male,Hyderabad,Avatar,Action,Prabhas,Atlee,SonyLIV,1,31,"Titanic, Avatar","Pushpa, KGF, Avengers, Titanic",Joker,2024-01-17
439,Vihaan Gupta,Male,Bangalore,Titanic,Romance,Leonardo DiCaprio,Russo Brothers,ZEE5,1,115,"Titanic, The Batman","The Batman, Avengers, RRR, KGF",Avengers,2024-12-18
440,Ananya Choudhary,Female,Mumbai,Pushpa,Action,Allu Arjun,James Cameron,Disney+ Hotstar,4,71,"The Batman, Inception, Titanic","Pushpa, Joker, Interstellar",Titanic,2024-09-03
441,Ira Shetty,Female,Mumbai,KGF,Action,Christian Bale,Sandeep Reddy Vanga,ZEE5,1,33,"Interstellar, Pushpa","The Batman, Interstellar, Joker",KGF,2024-07-08
442,Aadhya Patel,Female,Mumbai,Inception,Sci-Fi,Robert Downey Jr.,S. S. Rajamouli,Amazon Prime,3,39,"KGF, Interstellar, Inception","Interstellar, The Batman",Inception,2024-06-27
443,Ira Malhotra,Male,Bangalore,Avatar,Action,Prabhas,Todd Phillips,Netflix,3,202,"Avengers, Avatar, Joker","Interstellar, Inception, Titanic, Pushpa",KGF,2024-05-14
444,Sai Singh,Female,Bangalore,RRR,Drama,Prabhas,Todd Phillips,Netflix,2,224,Interstellar,"Avatar, Inception, Avengers",Joker,2024-08-31
445,Ishaan Nair,Female,Pune,Avatar,Action,Ram Charan,Russo Brothers,Disney+ Hotstar,2,122,"Titanic, Inception","Joker, Titanic",Titanic,2024-11-28
446,Reyansh Choudhary,Female,Delhi,Avatar,Action,Ram Charan,Christopher Nolan,SonyLIV,1,118,"The Batman, RRR, Titanic","Avengers, Interstellar, Pushpa, KGF",Pushpa,2024-12-09
447,Diya Joshi,Female,Chennai,The Batman,Action,Leonardo DiCaprio,Prashanth Neel,Amazon Prime,5,235,"RRR, Joker","Titanic, The Batman",Avengers,2024-07-17
448,Shaurya Iyer,Female,Pune,Inception,Sci-Fi,Ram Charan,Sukumar,Disney+ Hotstar,1,197,"Pushpa, Inception, Interstellar","KGF, Titanic, Inception",Avatar,2024-11-10
449,Krishna Mehta,Female,Pune,The Batman,Action,Robert Downey Jr.,S. S. Rajamouli,ZEE5,2,202,"Joker, The Batman, Titanic","Interstellar, Titanic, Avengers",Titanic,2024-08-10
450,Aditya Choudhary,Male,Pune,RRR,Drama,Shah Rukh Khan,Matt Reeves,ZEE5,2,240,"The Batman, Titanic, Avatar","RRR, The Batman, KGF, Inception",Interstellar,2024-08-14
451,Diya Bansal,Female,Hyderabad,Avatar,Action,Allu Arjun,Atlee,Amazon Prime,5,161,"Avatar, Joker","Inception, The Batman, Pushpa, Avatar, Joker",The Batman,2024-02-04
452,Anika Joshi,Male,Bangalore,KGF,Action,Yash,Todd Phillips,Amazon Prime,2,99,Pushpa,"Inception, KGF",Avengers,2024-09-21
453,Aadhya Yadav,Female,Pune,Joker,Drama,Shah Rukh Khan,Sandeep Reddy Vanga,ZEE5,5,34,"Avatar, RRR, Joker","Inception, Avatar, Joker, Interstellar",Avengers,2024-08-04
454,Aadhya Agarwal,Female,Mumbai,Inception,Sci-Fi,Joaquin Phoenix,Sandeep Reddy Vanga,Amazon Prime,5,38,"Inception, Joker","KGF, Avatar, Inception, Joker",Titanic,2024-02-20
455,Anika Choudhary,Male,Delhi,Titanic,Romance,Prabhas,S. S. Rajamouli,ZEE5,1,208,"Joker, KGF, The Batman","Interstellar, RRR, Avengers, The Batman, Avatar",RRR,2024-06-13
456,Vivaan Khan,Female,Bangalore,Avengers,Action,Yash,Atlee,ZEE5,5,78,"Avengers, The Batman","The Batman, KGF, Avatar, Joker, Avengers",The Batman,2024-06-22
457,Vihaan Shetty,Female,Mumbai,KGF,Action,Prabhas,Matt Reeves,SonyLIV,4,192,"RRR, Avatar","Pushpa, Inception, Avengers, RRR, Avatar",Inception,2024-09-03
458,Aditya Khan,Male,Chennai,Inception,Sci-Fi,Leonardo DiCaprio,S. S. Rajamouli,Netflix,3,77,Titanic,"Joker, RRR, Avatar, Titanic, The Batman",RRR,2024-10-05
459,Sara Kapoor,Female,Chennai,Inception,Sci-Fi,Allu Arjun,James Cameron,Amazon Prime,2,200,"Interstellar, RRR","Pushpa, Avatar, KGF, Joker",Joker,2024-09-10
460,Ishaan Gupta,Female,Chennai,Inception,Sci-Fi,Ram Charan,Matt Reeves,Disney+ Hotstar,3,59,Joker,"The Batman, Titanic, Avatar, Interstellar",Interstellar,2024-01-14
461,Vivaan Kapoor,Male,Pune,Pushpa,Action,Ram Charan,Prashanth Neel,Netflix,4,165,"Interstellar, Avatar","Avengers, The Batman, Joker, Avatar",Inception,2024-12-10
462,Sai Verma,Male,Hyderabad,Avatar,Action,Leonardo DiCaprio,Russo Brothers,ZEE5,4,85,"Avengers, Interstellar, KGF","The Batman, Interstellar",Avatar,2024-02-11
463,Aarav Kulkarni,Male,Pune,Interstellar,Sci-Fi,Yash,Matt Reeves,Disney+ Hotstar,4,119,"RRR, Interstellar","Interstellar, RRR, Joker, Titanic",Inception,2024-06-28
464,Pooja Nair,Female,Chennai,RRR,Drama,Leonardo DiCaprio,Matt Reeves,Disney+ Hotstar,1,206,"Joker, Titanic, Inception","RRR, The Batman, Inception, Interstellar",Avatar,2024-08-21
465,Aarav Kulkarni,Female,Chennai,Pushpa,Action,Ram Charan,Matt Reeves,ZEE5,4,206,"RRR, Avatar","The Batman, Interstellar, Avatar, Inception",Joker,2024-05-06
466,Vihaan Bansal,Male,Pune,RRR,Drama,Shah Rukh Khan,James Cameron,SonyLIV,3,166,Pushpa,"Interstellar, Pushpa, RRR, Avatar",Avatar,2024-09-27
467,Ananya Kapoor,Male,Chennai,Avengers,Action,Allu Arjun,James Cameron,ZEE5,2,84,"KGF, Avatar, Titanic","The Batman, Joker",Interstellar,2024-02-22
468,Aarav Kapoor,Female,Delhi,Titanic,Romance,Ram Charan,Russo Brothers,Disney+ Hotstar,2,69,"RRR, The Batman, Pushpa","RRR, Joker, Pushpa, KGF",Inception,2024-03-19
469,Aditya Bansal,Female,Pune,RRR,Drama,Yash,Matt Reeves,SonyLIV,1,238,"KGF, Titanic, Avengers","Avatar, Inception, KGF, Interstellar, RRR",Avatar,2024-06-26
470,Sai Malhotra,Female,Bangalore,The Batman,Action,Jr NTR,Matt Reeves,Amazon Prime,2,212,"KGF, Pushpa, Avengers","Avatar, Titanic, RRR, KGF",Pushpa,2024-12-17
471,Sara Malhotra,Male,Chennai,Titanic,Romance,Yash,Prashanth Neel,Amazon Prime,1,240,RRR,"RRR, Inception, KGF, Titanic, Pushpa",Avengers,2024-11-18
472,Aadhya Khan,Male,Bangalore,The Batman,Action,Prabhas,Matt Reeves,SonyLIV,3,163,Avengers,"RRR, Titanic, Pushpa, The Batman, Avengers",Avengers,2024-09-30
473,Diya Kulkarni,Male,Delhi,KGF,Action,Robert Downey Jr.,Sandeep Reddy Vanga,SonyLIV,1,82,"Joker, Avengers","Pushpa, Avengers, RRR, The Batman",Joker,2024-09-20
474,Aditya Khan,Male,Chennai,The Batman,Action,Joaquin Phoenix,Todd Phillips,ZEE5,1,93,"Avengers, The Batman, Pushpa","Avatar, RRR, Inception, Titanic, Joker",Inception,2024-12-10
475,Myra Reddy,Female,Mumbai,Avatar,Action,Allu Arjun,Russo Brothers,SonyLIV,5,73,"Titanic, The Batman","Avengers, Avatar, Pushpa, Interstellar",KGF,2024-05-01
476,Reyansh Gupta,Female,Hyderabad,Inception,Sci-Fi,Shah Rukh Khan,Matt Reeves,Disney+ Hotstar,2,201,"Titanic, Joker, Pushpa","The Batman, Titanic, Inception, RRR, Avatar",Interstellar,2024-06-08
477,Riya Verma,Female,Hyderabad,KGF,Action,Leonardo DiCaprio,Sandeep Reddy Vanga,ZEE5,1,128,"Inception, Pushpa","Interstellar, Titanic",Titanic,2024-11-09
478,Vivaan Khan,Male,Hyderabad,Joker,Drama,Ram Charan,Sukumar,ZEE5,1,215,"Avatar, Avengers, Pushpa","Interstellar, KGF, The Batman",Inception,2024-06-05
479,Vivaan Agarwal,Male,Mumbai,Titanic,Romance,Ram Charan,Sukumar,Netflix,2,143,"Interstellar, Pushpa, Avengers","Titanic, Avengers, The Batman, Pushpa",Avatar,2024-12-15
480,Ira Khan,Female,Chennai,Pushpa,Action,Ram Charan,Todd Phillips,SonyLIV,4,167,RRR,"Avengers, The Batman, KGF, Pushpa, RRR",Joker,2024-12-05
481,Riya Yadav,Female,Mumbai,Pushpa,Action,Christian Bale,James Cameron,SonyLIV,5,95,The Batman,"RRR, Avatar",Pushpa,2024-06-13
482,Ira Verma,Female,Chennai,Inception,Sci-Fi,Shah Rukh Khan,Sandeep Reddy Vanga,Netflix,2,205,"Titanic, Avatar","Joker, Pushpa, Titanic, KGF, The Batman",Joker,2024-06-20
483,Diya Kapoor,Female,Delhi,Interstellar,Sci-Fi,Allu Arjun,Russo Brothers,Disney+ Hotstar,2,219,"KGF, Avatar","Avatar, Titanic, Inception, Pushpa",KGF,2024-04-04
484,Vivaan Gupta,Female,Hyderabad,Avatar,Action,Allu Arjun,Russo Brothers,Netflix,2,237,"Joker, Titanic, Pushpa","Titanic, Joker, Avatar",Titanic,2024-01-02
485,Ira Nair,Male,Bangalore,Inception,Sci-Fi,Christian Bale,S. S. Rajamouli,Disney+ Hotstar,5,205,"The Batman, Avengers, Interstellar","Joker, Avatar, Inception, RRR, Avengers",Inception,2024-12-28
486,Shaurya Iyer,Male,Pune,Titanic,Romance,Allu Arjun,James Cameron,SonyLIV,5,197,"The Batman, Avengers, Titanic","Titanic, Avatar, Interstellar, Joker, KGF",Pushpa,2024-09-28
487,Diya Reddy,Male,Chennai,The Batman,Action,Allu Arjun,Todd Phillips,ZEE5,3,142,"Pushpa, KGF","KGF, Pushpa",KGF,2024-12-03
488,Aditya Kapoor,Male,Bangalore,RRR,Drama,Leonardo DiCaprio,S. S. Rajamouli,Netflix,4,123,"Pushpa, Avengers","KGF, Titanic, Inception, Pushpa",Joker,2024-08-21
489,Aditya Bansal,Male,Delhi,KGF,Action,Jr NTR,Russo Brothers,SonyLIV,5,65,Pushpa,"Pushpa, Inception, Avengers, Avatar, Interstellar",Pushpa,2024-11-19
490,Aanya Shetty,Female,Pune,Avatar,Action,Yash,Matt Reeves,Amazon Prime,5,124,"Avengers, Avatar, Joker","Joker, Titanic, Inception, RRR, Pushpa",Joker,2024-06-30
491,Diya Bansal,Female,Mumbai,Inception,Sci-Fi,Shah Rukh Khan,Sandeep Reddy Vanga,Disney+ Hotstar,4,195,"Avengers, Joker","KGF, Inception",The Batman,2024-11-15
492,Ishaan Shetty,Female,Chennai,Joker,Drama,Robert Downey Jr.,Matt Reeves,SonyLIV,4,112,The Batman,"KGF, Pushpa, Joker, Titanic",Avatar,2024-03-21
493,Riya Choudhary,Female,Pune,Inception,Sci-Fi,Joaquin Phoenix,Atlee,Netflix,4,42,"RRR, KGF, Joker","Joker, The Batman, Interstellar, Pushpa",RRR,2024-08-31
494,Aadhya Verma,Female,Chennai,Avatar,Action,Robert Downey Jr.,Sukumar,Disney+ Hotstar,3,89,"Titanic, Joker","KGF, RRR, Titanic, The Batman",Titanic,2024-12-10
495,Shaurya Gupta,Male,Hyderabad,RRR,Drama,Shah Rukh Khan,Sandeep Reddy Vanga,ZEE5,4,36,"Avengers, Joker","KGF, Interstellar",Joker,2024-01-29
496,Aarav Shetty,Female,Bangalore,Interstellar,Sci-Fi,Ram Charan,S. S. Rajamouli,Disney+ Hotstar,4,82,"Inception, Pushpa, Avatar","Avatar, Titanic, Pushpa, Joker, Avengers",The Batman,2024-06-12
497,Arjun Sharma,Male,Delhi,RRR,Drama,Prabhas,Matt Reeves,ZEE5,4,47,Avatar,"The Batman, Joker, KGF, Inception",Interstellar,2024-09-28
498,Aditya Das,Male,Hyderabad,Avengers,Action,Prabhas,S. S. Rajamouli,Amazon Prime,2,187,"Interstellar, Joker","KGF, Avatar, Pushpa, The Batman, Joker",The Batman,2024-10-27
499,Reyansh Malhotra,Male,Hyderabad,Interstellar,Sci-Fi,Yash,Sukumar,Amazon Prime,4,96,"Avatar, RRR","Avengers, The Batman, KGF",Inception,2024-04-19
500,Vihaan Das,Male,Delhi,Pushpa,Action,Prabhas,James Cameron,Amazon Prime,3,161,"Avatar, Inception","KGF, Interstellar, Avatar, Joker, RRR",Titanic,2024-06-13
501,Aarav Iyer,Female,Bangalore,Inception,Sci-Fi,Shah Rukh Khan,S. S. Rajamouli,Disney+ Hotstar,2,88,"The Batman, Pushpa, Avatar","Joker, The Batman, Avengers, KGF, Titanic",KGF,2024-05-27
502,Anika Mehta,Female,Bangalore,Pushpa,Action,Shah Rukh Khan,Sandeep Reddy Vanga,Disney+ Hotstar,3,156,"Avatar, RRR, Pushpa","KGF, Avengers, RRR",Interstellar,2024-11-26
503,Ishaan Shetty,Female,Pune,Interstellar,Sci-Fi,Joaquin Phoenix,Sandeep Reddy Vanga,SonyLIV,3,214,"Avatar, Avengers, Joker","The Batman, Joker, KGF, RRR",Interstellar,2024-12-15
504,Arjun Verma,Female,Mumbai,Avatar,Action,Robert Downey Jr.,Russo Brothers,Disney+ Hotstar,3,64,Interstellar,"RRR, Avatar, Inception, Joker, Avengers",RRR,2024-11-08
505,Ishaan Reddy,Female,Delhi,Interstellar,Sci-Fi,Christian Bale,Atlee,ZEE5,2,32,"Pushpa, RRR, Avatar","KGF, Avatar, Pushpa",RRR,2024-05-13
506,Ananya Patel,Male,Chennai,Inception,Sci-Fi,Robert Downey Jr.,Todd Phillips,Netflix,1,67,"Pushpa, The Batman, KGF","RRR, Inception, Pushpa",KGF,2024-12-23
507,Aditya Joshi,Male,Delhi,Pushpa,Action,Ram Charan,Sukumar,Amazon Prime,1,158,"Avengers, Pushpa, The Batman","Avatar, RRR, Avengers, Interstellar, Titanic",Avatar,2024-08-25
508,Reyansh Mehta,Male,Hyderabad,Titanic,Romance,Joaquin Phoenix,Prashanth Neel,SonyLIV,2,115,"The Batman, Avengers, Pushpa","KGF, Pushpa",RRR,2024-04-08
509,Shaurya Sharma,Male,Hyderabad,KGF,Action,Ram Charan,S. S. Rajamouli,Amazon Prime,5,32,The Batman,"Interstellar, Pushpa",Titanic,2024-03-25
510,Vivaan Malhotra,Female,Hyderabad,Avengers,Action,Shah Rukh Khan,Russo Brothers,ZEE5,5,238,Inception,"KGF, Interstellar, Inception, Pushpa",Avatar,2024-03-16
511,Vihaan Reddy,Female,Hyderabad,Joker,Drama,Yash,Sandeep Reddy Vanga,Amazon Prime,1,211,"Interstellar, Avengers, Titanic","KGF, Joker, Avatar",Avatar,2024-03-05
512,Anika Singh,Male,Hyderabad,Avengers,Action,Robert Downey Jr.,Sandeep Reddy Vanga,Amazon Prime,2,213,"Pushpa, Avatar, Interstellar","Interstellar, Joker, RRR, Titanic",The Batman,2024-09-23
513,Ishaan Nair,Male,Delhi,RRR,Drama,Yash,Prashanth Neel,Disney+ Hotstar,2,107,Titanic,"Avatar, RRR, The Batman",RRR,2024-07-24
514,Sara Yadav,Female,Mumbai,Pushpa,Action,Christian Bale,Sandeep Reddy Vanga,Disney+ Hotstar,4,176,"Inception, The Batman","Inception, Avengers, The Batman, Avatar",Avatar,2024-05-07
515,Pooja Das,Female,Chennai,Avatar,Action,Prabhas,James Cameron,Amazon Prime,3,85,Interstellar,"Avatar, RRR, KGF",Avatar,2024-02-07
516,Myra Agarwal,Male,Mumbai,Joker,Drama,Ram Charan,Prashanth Neel,SonyLIV,5,38,Interstellar,"Avengers, Titanic, KGF, RRR",Pushpa,2024-03-08
517,Shaurya Joshi,Male,Chennai,Interstellar,Sci-Fi,Robert Downey Jr.,Christopher Nolan,SonyLIV,1,166,"Avengers, KGF, Pushpa","The Batman, Titanic, KGF, Avengers, Inception",Avatar,2024-11-18
518,Shaurya Bansal,Male,Mumbai,KGF,Action,Prabhas,Russo Brothers,SonyLIV,2,125,RRR,"Joker, KGF",Avatar,2024-08-20
519,Sara Joshi,Female,Bangalore,Inception,Sci-Fi,Yash,Christopher Nolan,ZEE5,3,119,"The Batman, Interstellar, RRR","Avengers, Interstellar, Avatar, Inception",RRR,2024-09-10
520,Aarav Bansal,Female,Pune,Inception,Sci-Fi,Jr NTR,James Cameron,Amazon Prime,2,71,"Joker, KGF, Interstellar","Avatar, Inception",Pushpa,2024-05-22
521,Reyansh Choudhary,Male,Delhi,KGF,Action,Leonardo DiCaprio,Christopher Nolan,Amazon Prime,4,113,Avengers,"Joker, Inception, Avatar",RRR,2024-08-22
522,Myra Agarwal,Female,Chennai,Pushpa,Action,Joaquin Phoenix,Atlee,Disney+ Hotstar,2,70,RRR,"Pushpa, Avengers",KGF,2024-10-01
523,Pooja Nair,Female,Chennai,Inception,Sci-Fi,Ram Charan,Matt Reeves,Amazon Prime,2,31,"The Batman, Pushpa, Titanic","Avatar, Titanic, Interstellar",Pushpa,2024-09-08
524,Anika Joshi,Male,Pune,KGF,Action,Robert Downey Jr.,Todd Phillips,Amazon Prime,2,81,RRR,"RRR, The Batman, Avengers, Pushpa, Interstellar",Avengers,2024-06-29
525,Aditya Das,Female,Mumbai,Avatar,Action,Shah Rukh Khan,James Cameron,Disney+ Hotstar,5,166,"Titanic, Pushpa, Avatar","RRR, Joker, Interstellar, Titanic",Pushpa,2024-08-27
526,Reyansh Malhotra,Female,Hyderabad,KGF,Action,Joaquin Phoenix,Prashanth Neel,Netflix,1,70,"The Batman, RRR, Avengers","Avengers, Inception, Joker, Pushpa",KGF,2024-05-18
527,Ananya Singh,Male,Delhi,Interstellar,Sci-Fi,Shah Rukh Khan,Sukumar,Netflix,1,33,"Joker, The Batman, Avengers","The Batman, Inception, Interstellar, Joker, Pushpa",Titanic,2024-01-16
528,Pooja Khan,Male,Pune,Joker,Drama,Allu Arjun,Atlee,Disney+ Hotstar,5,211,"KGF, Inception","KGF, RRR, Titanic, Joker",KGF,2024-04-21
529,Diya Khan,Female,Pune,Avatar,Action,Jr NTR,Matt Reeves,SonyLIV,1,163,Avatar,"Titanic, Pushpa",The Batman,2024-09-19
530,Ishaan Das,Male,Mumbai,Titanic,Romance,Leonardo DiCaprio,S. S. Rajamouli,ZEE5,3,55,"Avatar, Titanic, The Batman","Avatar, Inception, Joker, Avengers, The Batman",Inception,2024-03-23
531,Myra Iyer,Male,Delhi,Inception,Sci-Fi,Leonardo DiCaprio,Christopher Nolan,Disney+ Hotstar,5,238,"Avengers, Pushpa, RRR","Inception, Joker, Avengers",Interstellar,2024-10-26
532,Anika Das,Male,Delhi,Titanic,Romance,Jr NTR,Prashanth Neel,SonyLIV,1,45,"Titanic, Inception","RRR, Joker, Avengers, The Batman",Avatar,2024-07-09
533,Ananya Mehta,Male,Delhi,The Batman,Action,Jr NTR,Atlee,ZEE5,5,116,"Pushpa, Avengers","KGF, Pushpa, Titanic",Interstellar,2024-06-01
534,Pooja Nair,Female,Hyderabad,Interstellar,Sci-Fi,Joaquin Phoenix,Christopher Nolan,ZEE5,4,218,RRR,"Joker, Inception, Pushpa, Titanic, The Batman",KGF,2024-08-12
535,Sai Khan,Female,Bangalore,Avengers,Action,Joaquin Phoenix,James Cameron,Disney+ Hotstar,1,225,"Titanic, Avengers, The Batman","Avatar, Joker, Pushpa, Titanic, Interstellar",KGF,2024-09-13
536,Aadhya Das,Female,Mumbai,Pushpa,Action,Prabhas,Sukumar,ZEE5,4,147,Inception,"Avatar, KGF, Inception",Pushpa,2024-09-05
537,Vihaan Shetty,Female,Hyderabad,Avengers,Action,Shah Rukh Khan,Atlee,Amazon Prime,5,36,RRR,"Titanic, RRR",Inception,2024-11-08
538,Diya Kulkarni,Male,Bangalore,Interstellar,Sci-Fi,Shah Rukh Khan,S. S. Rajamouli,Netflix,1,196,"KGF, Avengers","Avengers, Titanic, The Batman",RRR,2024-01-20
539,Aadhya Bansal,Female,Chennai,RRR,Drama,Jr NTR,Todd Phillips,SonyLIV,2,216,"Titanic, Interstellar, RRR","KGF, Avatar, Avengers, RRR",Titanic,2024-10-16
540,Krishna Patel,Male,Hyderabad,Joker,Drama,Leonardo DiCaprio,Russo Brothers,SonyLIV,4,94,KGF,"The Batman, Inception, Titanic, Avengers, KGF",The Batman,2024-05-11
541,Shaurya Joshi,Male,Chennai,Joker,Drama,Jr NTR,James Cameron,Amazon Prime,5,34,"Inception, Pushpa, KGF","Inception, The Batman, Joker, Pushpa",Interstellar,2024-08-07
542,Ishaan Iyer,Female,Mumbai,Avengers,Action,Ram Charan,James Cameron,SonyLIV,3,135,"Avengers, Inception, Avatar","Interstellar, The Batman",Joker,2024-09-17
543,Anika Kapoor,Female,Chennai,Avatar,Action,Joaquin Phoenix,Russo Brothers,ZEE5,2,173,Avengers,"KGF, Inception, RRR, Avatar, Titanic",Avatar,2024-05-14
544,Reyansh Patel,Female,Pune,Pushpa,Action,Shah Rukh Khan,Todd Phillips,Amazon Prime,4,225,"Interstellar, KGF","RRR, Titanic, KGF, Interstellar, The Batman",Avengers,2024-02-11
545,Pooja Verma,Male,Chennai,RRR,Drama,Joaquin Phoenix,S. S. Rajamouli,Netflix,3,217,Avengers,"KGF, Inception, Interstellar, Joker, Titanic",Avatar,2024-01-20
546,Myra Verma,Male,Chennai,KGF,Action,Jr NTR,James Cameron,Amazon Prime,5,181,"Joker, Interstellar","The Batman, Avatar, RRR",Titanic,2024-08-21
547,Arjun Gupta,Female,Bangalore,Joker,Drama,Leonardo DiCaprio,Atlee,Netflix,5,135,"The Batman, Joker, Titanic","KGF, Joker, Avengers, Avatar",Joker,2024-01-09
548,Ira Shetty,Male,Delhi,RRR,Drama,Prabhas,Prashanth Neel,Disney+ Hotstar,2,97,Inception,"Pushpa, Inception, Avatar, Joker",Interstellar,2024-07-23
549,Pooja Nair,Male,Pune,Interstellar,Sci-Fi,Christian Bale,Russo Brothers,SonyLIV,1,147,Interstellar,"Avatar, Inception, KGF",KGF,2024-08-13
550,Vihaan Patel,Female,Pune,KGF,Action,Joaquin Phoenix,James Cameron,ZEE5,2,188,"Joker, Inception, The Batman","Pushpa, Inception, The Batman, Titanic, Avengers",The Batman,2024-10-15
551,Shaurya Agarwal,Male,Bangalore,RRR,Drama,Prabhas,Todd Phillips,Disney+ Hotstar,1,188,"Avatar, Pushpa, The Batman","Interstellar, The Batman, Avengers",Titanic,2024-03-19
552,Sara Kapoor,Male,Hyderabad,Titanic,Romance,Ram Charan,James Cameron,Amazon Prime,4,96,"RRR, Titanic, Joker","The Batman, Avengers, Titanic",Inception,2024-12-04
553,Aarav Mehta,Female,Mumbai,Avengers,Action,Prabhas,Atlee,Disney+ Hotstar,1,142,"Avatar, Interstellar","Avengers, Avatar, Interstellar, Inception",Pushpa,2024-09-03
554,Aditya Kapoor,Female,Bangalore,Joker,Drama,Prabhas,James Cameron,ZEE5,2,132,"Pushpa, Avatar","The Batman, Avengers, Titanic, Joker, Pushpa",The Batman,2024-05-10
555,Krishna Khan,Male,Chennai,Titanic,Romance,Yash,Sandeep Reddy Vanga,Netflix,4,101,The Batman,"RRR, Joker, Titanic, Avengers",Avengers,2024-11-22
556,Aarav Mehta,Female,Bangalore,Titanic,Romance,Jr NTR,Prashanth Neel,Amazon Prime,2,55,"Avatar, Titanic","KGF, Pushpa, Inception, Avengers",Avatar,2024-07-16
557,Ira Patel,Male,Delhi,Titanic,Romance,Jr NTR,Russo Brothers,Netflix,5,228,The Batman,"Avatar, Inception, The Batman",Avatar,2024-12-26
558,Arjun Yadav,Male,Mumbai,Inception,Sci-Fi,Prabhas,Sandeep Reddy Vanga,SonyLIV,3,68,"Avengers, Titanic","Interstellar, Inception, RRR, Joker",Inception,2024-10-18
559,Shaurya Kulkarni,Female,Delhi,Joker,Drama,Allu Arjun,Russo Brothers,Netflix,3,194,"Joker, Avengers","Interstellar, Titanic, KGF",Avengers,2024-10-16
560,Shaurya Choudhary,Male,Chennai,KGF,Action,Yash,Sukumar,SonyLIV,4,148,"Inception, Avatar, The Batman","KGF, Avatar, Interstellar",Avengers,2024-09-25
561,Vivaan Iyer,Male,Pune,Pushpa,Action,Prabhas,Sandeep Reddy Vanga,Amazon Prime,3,76,Avatar,"KGF, Avatar, Inception, RRR",Titanic,2024-02-07
562,Ishaan Joshi,Female,Mumbai,Interstellar,Sci-Fi,Ram Charan,S. S. Rajamouli,Netflix,3,122,"RRR, Avengers, Avatar","KGF, Avengers, Inception, Interstellar, RRR",RRR,2024-04-10
563,Aarav Das,Male,Hyderabad,Titanic,Romance,Allu Arjun,Todd Phillips,SonyLIV,5,96,Avatar,"Inception, Pushpa",Avatar,2024-10-18
564,Ira Kapoor,Female,Bangalore,Titanic,Romance,Allu Arjun,Russo Brothers,Disney+ Hotstar,2,43,"The Batman, KGF","The Batman, Pushpa, Avatar, Interstellar, Avengers",KGF,2024-11-24
565,Ananya Das,Female,Bangalore,RRR,Drama,Christian Bale,James Cameron,Amazon Prime,5,64,"Inception, Joker, Avatar","RRR, KGF, Inception",Inception,2024-11-02
566,Aarav Khan,Female,Hyderabad,Interstellar,Sci-Fi,Yash,James Cameron,SonyLIV,4,92,"KGF, Avatar","Avengers, Titanic, KGF, Joker",Joker,2024-12-13
567,Ananya Reddy,Male,Bangalore,The Batman,Action,Ram Charan,S. S. Rajamouli,ZEE5,1,110,Avengers,"Titanic, The Batman, Pushpa",Pushpa,2024-04-15
568,Ira Malhotra,Male,Hyderabad,Pushpa,Action,Leonardo DiCaprio,Christopher Nolan,ZEE5,3,175,"Pushpa, KGF, Interstellar","Avengers, The Batman",Joker,2024-06-14
569,Aadhya Choudhary,Female,Hyderabad,Titanic,Romance,Jr NTR,Todd Phillips,Netflix,1,65,"RRR, The Batman, Avatar","Joker, Avatar",Joker,2024-03-28
570,Anika Reddy,Male,Hyderabad,KGF,Action,Christian Bale,Christopher Nolan,ZEE5,1,213,"RRR, The Batman","The Batman, Pushpa, Avengers, Interstellar, Joker",RRR,2024-09-14
571,Sara Malhotra,Female,Bangalore,Avatar,Action,Ram Charan,Prashanth Neel,Netflix,3,186,"Inception, KGF, Avatar","Titanic, RRR, Joker",Titanic,2024-11-22
572,Sai Singh,Male,Pune,KGF,Action,Prabhas,Prashanth Neel,Netflix,1,145,"Titanic, Inception","RRR, Titanic, Pushpa",Joker,2024-02-07
573,Anika Nair,Female,Delhi,Joker,Drama,Ram Charan,Sukumar,Netflix,5,123,KGF,"RRR, Joker, KGF, Pushpa",Pushpa,2024-09-04
574,Reyansh Singh,Female,Bangalore,RRR,Drama,Allu Arjun,Sukumar,ZEE5,5,63,"Avatar, Titanic","The Batman, Pushpa, Interstellar, KGF, Avengers",Joker,2024-10-15
